Account Owner,Account Status,Account Name,Account ID,Website,Net Premiums Written,Assets Under Management,Annual Revenue,Number of Open Opportunities,#Employee,ICP Type,Billing Street,Billing City,Billing State/Province,Billing Zip/Postal Code,Phone,Billing Country,Last Activity,Account Plan URL,Type,Subcategory,Reason for Outreach,Industry
John,Cold Account,Futurity First,0011S00000e4a6h,ffig.com,,,,0,,Secondary,101 Centerpoint Drive,Middletown,Connecticut,6457,,United States,3/19/2019,,,,,
John,Cold Account,GBU Financial Life,0011S0000122IPh,http://www.gbu.org/,,,,0,,Secondary,4254 Saw Mill Run Blvd,Pittsburgh,Pennsylvania,15227,(412) 884-9845,United States,,,,,,
Karl,Cold Account,Provisional Marmalade,0011S00000eHbQv,https://www.wearemarmalade.co.uk,,,,0,,Secondary,,,,,,United Kingdom,11/20/2018,,,,Non-USA ,
John,Cold Account,"Gen3 Advisor Group, LLC",0011S0000122IPi,https://gen3advisor.com/,,,,0,,Secondary,"7087 West Blvd., Suite 7",Youngstown,Ohio,44512,(844) 300-4363 x1001,United States,,,,,,
John,Cold Account,Germania Insurance,0011S00000k2GmU,,,,,0,,Secondary,507 Hwy 290 East,Brenham,Texas,77833,,United States,07.05.2019,,,,,
John,Cold Account,Global Atlantic,0011S00000e4a6G,gafg.com,,,,0,,Secondary,One Financial Plaza,Hartford,Connecticut,6103,,United States,3/16/2020,,,,,
John,Cold Account,"Grupo Mexicano de Seguros, S.A. de C.V.",0011S000013BcoU,https://www.gmx.com.mx/,,,,0,,Tertiary,"Tecoyotitla 412, Edificio GMX, Col. Ex Hacienda de Guadalupe Chimalistac, Álvaro Obregón",Ciudad de México,Federal District,C.P. 01050,(555) 480-4000,Mexico,8/19/2020,,,,Non-USA ,
John,Cold Account,Guardian Group,0011S000013BcoZ,http://myguardiangroup.com/,,,,0,,Tertiary,"Enfield House, Collymore Rock",St. Michael,,BB14004,(246) 430-4600,Barbados,,,,,Non-USA ,
Leonid,Cold Account,Capitas Financial | The Blair Agency,0011S00000e4a5N,,,,,0,,Secondary,,,,,,United States,,,,,Insurance_test01_3_11_2020,
John,Cold Account,Hawaii Medical Service Association,0011S00000e4Z1H,hmsa.com,,,67680252,0,,Primary,PO Box 860,Honolulu,Hawaii,96808-0860,,United States,10/19/2020,,,,,
John,Cold Account,HiRoad Assurance Company,0011S00000k2GmA,,,,,0,,Secondary,1 Cedar St Suite 301,Providence,Rhode Island,2903,,United States,5/24/2019,,,,,
John,Cold Account,Humano,0011S000013Bcoj,https://humano.com.do/,,,,0,,Tertiary,Ave. Lope de Vega #36,Santo Domingo,,,(809) 476-3535,Dominican Republic,8/24/2020,,,,Non-USA ,
John,Cold Account,ICAT Managers,0011S00000k2GmY,,,,,0,,Secondary,3088 W 134th PL,Broomfield,Colorado,80020,,United States,6/14/2019,,,,,
John,Cold Account,ICW Pool,0011S00000k5CYy,https://www.icwgroup.com/,967286000,,,0,,Primary,,San Diego,California,,,United States,,,,,,
John,Cold Account,Idaho State Insurance Fund,0011S000013CN6J,https://www.idahosif.org/,,,,0,,Secondary,P.O. Box 83720,Boise,Idaho,83720-0044,(208) 332-2100,United States,10/19/2020,,,,,
John,Cold Account,IMT Insurance,0011S00000k2GmZ,,,,,0,,Secondary,7825 Mills Civic Parkway,West Des Moines,Iowa,50266,,United States,5/29/2019,,,,,
John,Cold Account,Indiana Farmers Mutual Insurance,0011S00000k2Gma,,,,,0,,Secondary,1 Cedar St Suite 301,Providence,Rhode Island,2903,,United States,6/14/2019,,,,,
John,Cold Account,Innovative Insurance Partners LLC,0011S0000122IPj,https://iip-llc.net/,,,,0,,Secondary,227 S 2nd Street,Decatur,Indiana,46733,(260) 676-2680,United States,3/16/2020,,,,,
John,Cold Account,Insular Life Assurance Co. Ltd. (Insular Life),0011S000013Bcoy,https://www.insularlife.com.ph/,,,,0,,Tertiary,"28/F Insular Life Corporate Centre, Insular Life Drive 1781 Filinvest Corporate City, Alabang",Muntinlupa City,,,#ERROR!,Philippines,08.06.2020,,,,Non-USA ,
John,Cold Account,InsuraMatch,0011S00000k2Gmb,,,,,0,,Secondary,695 Atlantic Avenue,Boston,Massachusetts,2111,,United States,5/29/2019,,,,,
John,Cold Account,"Insurance Advisor, LLC",0011S000013Bcot,https://www.insuranceadvisor.com/,,,,0,,Secondary,5367 Conroy Road # 300,Orlando,Florida,32811,(855) 600-2384,United States,08.06.2020,,,,,
John,Cold Account,Insurance Corporation of Barbados Limited (ICBL),0011S000013Bcoo,https://icbl.com/,,,,0,,Tertiary,Roebuck Street,St. Michael,,,(246) 434-6000,Barbados,10/19/2020,,,,Non-USA ,
John,Cold Account,Insurance House,0011S00000k2Gmc,,,,,0,,Secondary,600 University Street Suite 3100,Seattle,Washington,98101,,United States,6/14/2019,,,,,
John,Cold Account,Insurance Profillment Services (IPS),0011S0000122IPk,https://mylifeapp.com/IPS,,,,0,,Secondary,303 Broadway MSP4,Cincinnati,Ohio,45202,(513) 357-7036,United States,,,,,,
John,Cold Account,Insurance Program Managers Group,0011S000013CN6A,https://www.ipmg.com/,,,,0,,Secondary,225 Smith Road St.,Charles,Illinois,60174,(888) 377-5845,United States,,,,,,
John,Cold Account,Intact Insurance,0011S00000k2GmG,,,,,0,,Secondary,88 Blue Jays Way Unit 1310,Austin,Texas,73301,,United States,5/24/2019,,,,,
John,Cold Account,IntegriSure,0011S000013Bcp8,https://www.integrisure.co.za/,,,,0,,Tertiary,Building 1 Clearwater Office Park Millennium Boulevard Strubens Valley Ext. 12,Roodepoort,,1724,,South Africa,8/19/2020,,,,Non-USA ,
Patrick,Cold Account,HealthFirst,0013700000LlxvF,http://healthfirst.org/,,,3100000000,0,,Secondary,,,,,,United States,12/19/2017,,,,,
John,Cold Account,Kaplansky Insurance,0011S00000k2Gmf,,,,,0,,Secondary,1201 19th Place Suite A110,Vero Beach,Florida,32960,,United States,6/14/2019,,Property and Casualty (P & C),,Verified05,
John,Cold Account,Kentucky Farm Bureau Group,0011S00000k5CZh,https://www.kyfb.com/,999089000,,,0,,Primary,,Louisville,Kentucky,,,United States,,https://www.bloomberg.com/profile/company/11637Z:US,,,,
John,Cold Account,Kin Insurance,0011S00000k2Gmg,,,,,0,,Secondary,88 Blue Jays Way Unit 1310,Austin,Texas,73301,,United States,5/23/2019,,,,,
John,Cold Account,Legal & General America,0011S00000e4a6H,www.lgamerica.com,,,,0,,Secondary,1701 Research Blvd,Rockville,,,,United States,,,,,,
Patrick,Cold Account,Liberty Insurance Ireland,0013700000DAkzZ,libertyinsurance.ie,,,1000000000,0,,Secondary,,,,,,Irland,10.08.2020,,,,Non-USA ,
John,Cold Account,Lockton,0011S00000k2Gmj,https://global.lockton.com/,,,,0,,Secondary,P.O. Box 245,Ellerslie,Maryland,21117,,United States,6/14/2019,,,,,
John,Cold Account,Lumen Insurance Technologies,0011S00000k2Gmk,,,,,0,,Secondary,1205 Windham Blvd,Romeoville,Iowa,60446,,United States,7/15/2020,,,,,
John,Cold Account,Meiji Yasuda America Inc.,0011S00000k2Gml,,,,,0,,Secondary,3665 Cherry Creek North Drive,Denver,Colorado,80209,,United States,07.05.2019,,,,,
John,Cold Account,Merit Insurance Services,0011S0000122IPo,https://meritins.com/,,,,0,,Secondary,639 Prospect Avenue,West Hartford,Connecticut,6105,(860) 233-3626,United States,,,,,,
John,Cold Account,Metromile,0011S00000k2Gmm,,,,,0,,Secondary,724 Enterprise Drive,Oak Brook,Illinois,60523,,United States,6/13/2019,,,,,
John,Cold Account,Miami Life Insurance Services,0011S0000122IPp,https://305life.com/,,,,0,,Secondary,"4201 W Parmer Lane, Building B, Suite 280",Austin,Texas,78727,(412) 625-4028,United States,,,,,,
John,Cold Account,Michigan Farm Bureau Group,0011S00000e4a4u,https://www.farmbureauinsurance-mi.com/,703566000,,,0,,Primary,7373 W. Saginaw Hwy,Lansing,Michigan,48917,,United States,,https://www.bloomberg.com/profile/company/0071019D:US,,,,
Phil,Cold Account,DLI North America(Dai-ichi Life),0011S00000jD3DN,https://www.dai-ichi-life-hd.com/,,,,1,,Secondary,,,California,,,United States,10/21/2019,,,,,
John,Cold Account,Mutual of America,0011S00000jD8JE,https://www.mutualofamerica.com/,,,,0,,Secondary,320 Park Avenue,New York,New York,10022,,United States,,,,,,
Stan,Cold Account,Great American Custom Insurance Services,0013700000Ib3rm,greatamericancrop.com,,,1000000,0,,Secondary,,,,,1 (513) 763-8475,United States,10/19/2020,,,,,
John,Cold Account,National Association of Insurance Commissioners,0011S00000k2Gm7,,,,,0,,Secondary,1100 Walnut Suite 1500,Kansas City,Missouri,64106,,United States,5/23/2019,,,,,
Stan,Cold Account,Illinois Mutual Life Ins. Co.,0013700000M1a48,www.illinoismutual.com,,,,0,,Secondary,,,,,,United States,07.05.2019,,,,,
Victoria,Cold Account,InsuranceHub,0013700000PzhFG,insurancehub.com,,,,0,,Secondary,,,,,(770) 497-0949,United States,10/26/2017,,,,,
John,Cold Account,Nonprofits Insurance Alliance Group,0011S00000k2Gmo,,,,,0,,Secondary,6300 University Parkway,Sarasota,Florida,34202,,United States,5/29/2019,,Property and Casualty (P & C),,Verified05,
Victoria,Cold Account,OP Insurance Ltd,0013700000MvMW0,https://www.op.fi/,,,,0,,Secondary,Helsinki,,,,,Finland,05.09.2017,,,,Non-USA ,
John,Cold Account,North Carolina Farm Bureau Insurance Group,0011S00000k5Ca1,https://www.ncfbins.com/,833081000,,,0,,Primary,,Raleigh,North Carolina,,,United States,,https://www.bloomberg.com/profile/company/0377536D:US,,,,
John,Cold Account,Ohio Mutual Insurance Group,0011S00000k2Gmp,,,,,0,,Secondary,6300 University Pkwy,Sarasota,Florida,34240,,United States,07.05.2019,,Property and Casualty (P & C),,Verified06,
John,Cold Account,Old Republic International Corporation,0011S00000k5CZS,http://www.oldrepublic.com/,2648315000,,,0,,Primary,,Chicago,Illinois,,,United States,,https://finance.yahoo.com/quote/ORI/,,,,
John,Cold Account,Olympus Insurance Company,0011S00000k2Glz,,,,,0,,Secondary,4200 Northcorp Pkwy 400,Palm Beach Gardens,Florida,33410,,United States,10/19/2020,,Property and Casualty (P & C),,,
John,Cold Account,"Orchid Underwriters Agency, LLC",0011S00000k2GmF,,,,,0,,Secondary,1201 19th Place Suite A110,Vero Beach,Florida,32960,,United States,5/27/2019,,,,cleaned,
John,Cold Account,PartnerRe US Group,0011S00000jD3KZ,https://partnerre.com/,967705000,,,0,,Primary,,Stamford,Connecticut,,,United States,,https://www.reuters.com/finance/stocks/company-profile/PRE_pf.N,,,,
John,Cold Account,Penn National Insurance Cos,0011S00000k2Gmr,,703215000,,,0,,Primary,2 North 2nd St.,Harrisburg,Pennsylvania,17101,,United States,07.05.2019,,,,,
John,Cold Account,Pets Best Insurance,0011S00000k2Gm6,,,,,0,,Secondary,2323 S. Vista Ave. Suite 100,Boise,Idaho,83705,,United States,6/17/2019,,,,,
Victoria,Cold Account,Rockingham Group,0013700000PzhFX,https://rockingham.insure/,,,,0,,Secondary,,,,,(800) 434-7736 ext. 108,United States,10/19/2020,,,,,
Victoria,Cold Account,Southern Farm Bureau Life Insurance,0013700000M1AZP,sfbli.com,,,500000000,0,,Secondary,,,,,1 (601) 981-7422,United States,3/19/2019,,,,,
John,Cold Account,Preferred Employers Insurance,0011S00000k2Gm3,,,,,0,,Secondary,9797 Aero Drive Ste 200,San Diego,California,92123,,United States,6/14/2019,,,,,
John,Cold Account,ProAssurance,0011S00000k2Gms,,,,,0,,Secondary,5 Broad Street,Branchville,New Jersey,7826,(615) 663-4065,United States,6/21/2019,,,,,
John,Cold Account,Propel Insurance,0011S00000k2Gmt,,,,,0,,Secondary,"1201 Pacific Avenue, Suite 1000",Tacoma,Washington,98402,,United States,5/29/2019,,,,,
Javier,Cold Account,Liberty Seguros (Brasil),0013700000DAl1Q,libertyseguros.com.br,,,1000000000,0,,Tertiary,,,,,,Brazil,07.11.2019,,,,Non-USA ,
John,Cold Account,PSG Konsult Ltd,0011S000013BcpN,http://www.psg.co.za/,,,,0,,Tertiary,4th Floor The Edge 3 Howick Close Tyger Waterfront,Bellville,,7530,#ERROR!,South Africa,,,,,Non-USA ,
John,Cold Account,Radian Group,0011S00000k5CZD,https://www.radian.biz,818417000,,,0,,Primary,,Philadelphia,Pennsylvania,,,United States,,https://finance.yahoo.com/quote/rdn?ltr=1,,,,
John,Cold Account,Aserta Seguros,0011S00000jD3IO,aserta.mx,,,,0,,Tertiary,,,,,,Mexico,11.01.2019,,,,Non-USA ,
John,Cold Account,RLI Corp.,0011S00000k5CZX,https://www.rlicorp.com/,749854000,,,0,,Primary,,Peoria,Illinois,,,United States,,https://finance.yahoo.com/quote/RLI/,,,,
John,Cold Account,Root Insurance,0011S00000k2Gmu,,,,,0,,Secondary,507 Hwy 290 East,Brenham,Texas,77833,,United States,07.05.2019,,,,,
John,Cold Account,SafeAuto Insurance Group,0011S00000k2Gmw,,,,,0,,Secondary,12711 FM 1826,Austin,Texas,78737,,United States,5/24/2019,,,,,
John,Cold Account,SambaSafety,0011S00000k2Gmx,,,,,0,,Secondary,5619 DTC Parkway Suite 1000,Denver,Colorado,80111,,United States,5/29/2019,,,,,
John,Cold Account,Scor US Group,0011S00000k5CXv,http://www.scorgloballifeamericas.com/en-us/,1244516000,,,0,,Primary,,Kansas City,Missouri,,,United States,,,,,,
John,Cold Account,Security Benefit,0011S00000k2Gmy,,,,,0,,Secondary,3088 W 134th PL,Broomfield,Colorado,80020,,United States,6/14/2019,,,,,
John,Cold Account,Liberty Group Limited,0011S00000jD3JW,https://www.liberty.co.za/,,,,0,,Tertiary,,,,,,South Africa,12.05.2019,,,,Non-USA ,
John,Cold Account,Sense.ly Inc.,0011S00000k2Gmz,,,,,0,,Secondary,7825 Mills Civic Parkway,West Des Moines,Iowa,50266,,United States,6/14/2019,,,,,
John,Cold Account,Simply Financial Services,0011S000013BcpT,https://www.simply.co.za/,,,,0,,Tertiary,"Grove Exchange, 9 Grove Avenue, Claremont",Cape Town,,7701,#ERROR!,South Africa,,,,,Non-USA ,
John,Cold Account,Sky Vision Insurance Agency,0011S0000122IPt,https://www.skyvisioninsurance.com/,,,,0,,Secondary,2390 Huntington Dr,San Marino,California,91108,(626) 287-7779,United States,,,,,,
John,Cold Account,"Mitsui Sumitomo Aioi Life Insurance Co., Ltd.",0011S00000jD3Jb,https://www.msa-life.co.jp/,,,,0,,Tertiary,,,,,,Japan,,,,,Non-USA ,
John,Cold Account,Sompo Hldgs US Group,0011S00000k5CZN,https://www.sompo-intl.com/insurance/business-units/us-insurance/,1175833000,,,0,,Primary,,New York,New York,,,United States,,,,,,
John,Cold Account,Southern Farm Bureau Casualty Insurance Company,0011S00000k5CZw,https://w3.sfbcic.com/,1392762000,,,0,,Primary,,Ridgeland,Mississippi,,,United States,,https://www.bloomberg.com/profile/company/12470Z:US,,,,
John,Cold Account,Starr International Group,0011S00000k5CaB,https://www.starrcompanies.com/,1121855000,,,0,,Primary,,New York,New York,,,United States,,,,,,
John,Cold Account,Summit Holdings,0011S000013CN5u,https://www.summitholdings.com/,,,,0,,Secondary,PO Box 988,Lakeland,Florida,33802,(800) 282-7648,United States,10/19/2020,,,,,
John,Cold Account,SWBC,0011S00000k2GmD,,,,,0,,Secondary,9311 San Pedro Suite 600,San Antonio,Texas,78216,,United States,07.05.2019,,,,,
John,Cold Account,Tennessee Farmers Insurance Companies,0011S00000k5CYZ,https://www.fbitn.com/,1280224000,,,0,,Primary,,Columbia,Tennessee,,,United States,3/28/2017,https://www.bbb.org/us/tn/columbia/profile/insurance-companies/tennessee-farmers-insurance-companies-0573-15102613,,,,
John,Cold Account,TermInsuranceRate.com,0011S0000122IPu,http://terminsurancerate.com/,,,,0,,Secondary,10268 Baltimore National Pike,Ellicott City,Maryland,21042,(410) 480-3726,United States,,,,,,
John,Cold Account,Texas Farm Bureau Group,0011S00000k5CZ8,https://www.txfb-ins.com/,1122154000,,,0,,Primary,7420 Fish Pond Road,Waco,Texas,76710,(254) 751-2583,United States,10/19/2020,https://www.bloomberg.com/profile/company/12586Z:US,,,,
John,Cold Account,Texas Mutual Insurance Company,0011S00000k2Gn0,,1035215000,,,0,,Primary,2200 aldrich st,Austin,Texas,78723,#ERROR!,United States,10/19/2020,,,,,
John,Cold Account,Texas Windstorm Insurance Association,0011S00000k2Gn7,,,,,0,,Secondary,5700 S Mopac,Austin,Texas,78749,,United States,5/28/2019,,,,,
John,Cold Account,The Cason Group,0011S0000122IPv,https://thecasongroup.com/,,,,0,,Secondary,1612 Marion Street,Columbia,South Carolina,29201,(803) 252-3033,United States,,,,,,
John,Cold Account,NIC General Insurance Co. Ltd,0011S000013BaEI,https://www.nicl.mu/,,,,0,,Tertiary,"NIC Center 217, Royal Road Curepipe",,,,(+230) 602 3000,Mauritius,08.05.2020,,,,Non-USA ,
John,Cold Account,Porto Seguro,0011S00000jD3Kj,https://www.portoseguro.com.br/,,,,0,,Tertiary,,,,,,Brazil,11.01.2019,,,,Non-USA ,
John,Cold Account,Tuscarora Wayne Insurance Company,0011S00000k2Gn9,,,,,0,,Secondary,41908 Rout 6,Wyalusing,Pennsylvania,18853,,United States,5/23/2019,,,,,
John,Cold Account,Sompo Himawari Life,0011S00000jD3Ky,https://www.himawari-life.co.jp/,,,,0,,Tertiary,,,,,,Japan,3/20/2020,,,,Non-USA ,
John,Cold Account,"UNIT, S.A. Filial de Grupo Universal",0011S00000jD3L3,https://unit.com.do/,,,,0,,Tertiary,,,,,,Dominican Republic,01.02.2020,,,,Non-USA ,
Mayo,Cold Account,Reliance General Insurance,0013700000Wtjet,www.reliancegeneral.co.in,,,,0,,Tertiary,,,,,,India,,,,,Non-USA ,
John,Cold Account,Universal Life,0011S0000122FxX,https://www.universallife.com.cy,,,,0,,Tertiary,Universal Tower 85 Dhigeni Akrita,Nicosia,,1070,,Cyprus,8/19/2020,,,,Non-USA ,
Phil,Cold Account,Isapre Banmédica. S.A.,0011S000013BgBT,https://www.banmedica.cl/,,,,1,,Tertiary,,,,,,Chile,,,,,Non-USA ,
John,Cold Account,Vital Insurance Partners,0011S00000k2Gm1,,,,,0,,Secondary,7327 E. Valley View Circle #3405,Carefree,Arizona,85377,,United States,5/27/2019,,,,,
Victoria,Cold Account,ASR Netherlands,0013700000MwRVO,https://www.asr.nl/,,,,0,,Tertiary,,,,,,Netherlands,11.07.2019,,,,Non-USA ,
John,Cold Account,Willis Towers Watson,0011S00000k2GmC,,,,,0,,Secondary,600 University Street Suite 3100,Seattle,Washington,98101,,United States,5/28/2019,,,,,
John,Cold Account,Wright Flood,0011S00000k2GnC,,,,,0,,Secondary,801 94th Avenue North,St. Petersburg,Florida,33702,,United States,6/14/2019,,Property and Casualty (P & C),,cleaned,
Victoria,Cold Account,The Commonwell Mutual Insurance Group,0013700000PzhFc,thecommonwell.ca,,,,0,,Tertiary,,,,,(705) 324-2146 ext 2002,Canada,,,,,Non-USA ,
Iris,Cold Account,Elagy,0011S0000122HZ2,elagy.com,,,,0,,,,,,,,United States,03.11.2019,,,,Insurance_test01_3_11_2020,
Karl,Cold Account,American National Property & Casualty Co.,0013700000AUO6R,www.americannational.com,1254512000,,,0,,Primary,One Moody Plaza, Galveston,Texas,77550,(409) 763-4661,United States,8/19/2020,https://www.bloomberg.com/profile/company/15870Z:US,,,Insurance_test01_3_11_2020,
Karl,Cold Account,American Transit Insurance,0011S00000eHbQm,https://www.american-transit.com/,,,,0,,Secondary,"One MetroTech Center, 7th floor",Brooklyn,New York,11201,,United States,12/13/2018,,,,Insurance_test01_3_11_2020,
Karl,Cold Account,Church Mutual Insurance,0011S00000eHQpX,www.churchmutual.com,730406000,,0,0,,Primary,3000 Schuster Ln,Merrill,Wisconsin,54452,(715) 539-4650,United States,11.08.2018,https://www.bloomberg.com/profile/company/10878Z:US,,,Insurance_test01_3_11_2020,
Karl,Cold Account,Clover Health,0013700000aggTF,www.cloverhealth.com,,,27800,0,,Secondary,22 4th Street,San Francisco,California,94103,,United States,10.02.2018,,,,,
Karl,Cold Account,"Evolent Health, Inc.",0013700000aggTt,www.evolenthealth.com,,,254188,0,,Secondary,800 N. Glebe Road Suite 500,Arlington,Virginia,22203,(571) 389-6000,United States,10.02.2018,,,,,
Karl,Cold Account,Foremost Insurance,0013700000ATCEP,http://www.foremost.com/,,,,0,,Secondary,5600 Beech Tree Lane,Caledonia,Michigan,49316,,United States,3/31/2016,,,,,
Karl,Cold Account,FrontDoor,0011S00000eT80G,www.frontdoorhome.com,,,1258000000,0,,Secondary,150 Peabody Place,Memphis,Tennessee,38103,(888) 682-1043,United States,04.12.2019,,,,,
Karl,Cold Account,Great American Insurance Group,0013700000Ib3ow,www.greatamericaninsurance.com,4229043000,,188100000,0,,Primary,301 E. Fourth Street 25 S,Cincinnati,Ohio,45202,(513) 255-2942,United States,10/19/2020,https://www.bloomberg.com/profile/company/9463866Z:US,,,,
Karl,Cold Account,Homesite Insurance,0013700000LmiSb,https://www.homesite.com/,,,,0,,Secondary,"One Federal Street, 4th Floor",Boston,Massachusetts,2110,,United States,5/28/2019,,,,,
Karl,Cold Account,IAT Insurance Group,0013700000U3tAT,https://www.iatinsurancegroup.com/,691555000,,,0,,Primary,"1701 Golf Road, Tower 1 - Suite 600",Raleigh,North Carolina,60008,(919) 833-1600,United States,9/19/2018,https://www.bloomberg.com/profile/company/1468815D:US,,,,
Karl,Cold Account,Missouri Employers Mutual,0013700000csftv,www.mem-ins.com,,,17500,0,,Secondary,101 N. Keene Street,Columbia,Missouri,65201,(573) 499-9714,United States,11/15/2018,,,,,
Karl,Cold Account,"Regency Insurance Brokerage Services , Inc.",0013700000csftB,www.regencyinsurancebrokerage.com,,,7600,0,,Secondary,626 RXR Plaza Suite 689,Uniondale,New York,11556,(646) 771-7503,United States,10/22/2018,,,,,
Karl,Cold Account,Security First Insurance,0013700000ctIu9,www.securityfirstflorida.com,,,38000,0,,Secondary,140 S ATLANTIC AVE STE 200,Ormond Beach,Florida,32176,(386) 673-5308,United States,10/19/2020,,Property and Casualty (P & C),,,
Karl,Cold Account,Sheally Insurance Group Inc,0013700000csftg,www.sheallyinsurance.com,,,1800,0,,Secondary,34 Covil Ave,Wilmington,North Carolina,28403,(910) 452-9877,United States,10/22/2018,,,,,
Karl,Cold Account,Wawanesa Insurance,0013700000M2u80,wawanesa.com,,,,0,,Secondary,191 Broadway 100,Winnipeg,,,,United States,8/27/2020,,,,,
Leonid,Cold Account,Advisors Excel,0011S00000e4a4z,advisorsexcel.com,,,137370000,0,650,Secondary,2950 Southwest McClure Road,Topeka,Kansas,66614,(785) 271-1445,United States,9/25/2020,,,,USA non-insurance or no prospects,Advisory
Leonid,Cold Account,AgencyONE,0011S00000e4aLY,agencyone.net,,,,0,,Secondary,"11200 Rockville Pike, Ste 500",Rockville,Maryland,20852,,United States,3/16/2020,,,,,
Leonid,Cold Account,AIMCOR Group,0011S00000e4aLZ,aimcorgroup.com,,,,0,,Secondary,601 E. Pecan Street,Pflugerville,Texas,78660,866.428.0108,United States,,,Life & Health,Annuities,Insurance_test01_3_11_2020,
Leonid,Cold Account,Annuity Financial & Insurance Services,0011S00000e4aLa,annuityadvisors.com,,,,0,,Secondary,"5805 Sepulveda Boulevard, Ste 550",Sherman Oaks,California,91411,,United States,,,,,USA non-insurance or no prospects,
Leonid,Cold Account,Asset Marketing Systems,0011S00000e4aLd,assetismarketing.com,,,,0,,Secondary,15050 Avenue of Science,San Diego,California,92128,,United States,3/18/2019,,,,,
Leonid,Cold Account,Associated Benefits and Risk Consulting,0011S00000e4aLe,https://www.usi.com/,,,,0,,Secondary,Associated Benefits and Risk Consulting,Kimberly,Wisconsin,54136,,United States,3/16/2020,,,,Insurance_test01_3_11_2020,
Leonid,Cold Account,"Berson-Sokol Agency, Inc.",0011S00000e4aLh,berson-sokol.com,,,,0,,Secondary,23500 Mercantile Rd # C,Cleveland,Ohio,44122,,United States,,,,,USA non-insurance or no prospects,
Leonid,Cold Account,"Best Insurance Agency, LLC",0011S000013Bcnv,https://bestrl.com/,,,,0,,Secondary,122 N. Chalkville Road,Trussville,Alabama,35173,(205) 655-2128,United States,8/25/2020,,,,USA non-insurance or no prospects,
Leonid,Cold Account,Borden Hamman Insurance Marketing,0011S00000e4aLi,bordenhamman.com,,,,0,,Secondary,9868 Plano Road,Dallas,Texas,75238,,United States,,,,,USA non-insurance or no prospects,
Leonid,Cold Account,Brighthouse Financial,0013700000QxeiU,brighthousefinancial.com,,,,1,,Secondary,11225 N. Community House Rd,Charlotte,North Carolina,28277,(570) 852-0428,United States,10.08.2020,,,,Open Opp,
Leonid,Cold Account,"Brokers Alliance, Inc",0011S00000e4aLl,brokersalliance.com,,,,0,,Secondary,16930 E Palisades Blvd,Fountain Hills,Arizona,85268,,United States,3/16/2020,,,,Insurance_test01_3_11_2020,
Leonid,Cold Account,"Brokers Clearing House, Ltd.",0011S00000e4aLm,bchlife.com,,,,0,,Secondary,4546 Corporate Drive,West Des Moines,Iowa,50266,,United States,,,,,ready for outreach,
Leonid,Cold Account,Brokers' Service Marketing Group,0011S00000e4aLn,bsmg.net,,,,0,,Secondary,500 South Main Street,Providence,Rhode Island,2903,,United States,,,,,,
Leonid,Cold Account,Capital Wealth Advisors,0011S00000e4aLo,cwafgi.com,,,,0,,Secondary,9130 Galleria Court,Naples,Florida,34109,,United States,,,,,USA non-insurance or no prospects,Financial Services
Leonid,Cold Account,CIGI Direct Insurance Services,0011S00000e4aLr,cigidirect.com,,,,0,,Secondary,PO Box 1000,Salida,Colorado,81201,,United States,,,,,ready for outreach,
Leonid,Cold Account,"CPG, LLC",0011S00000e4aLu,cpgllc.com,,,,0,,Secondary,6800 Jericho Turnpike,Syosset,New York,11791,,United States,3/15/2019,,,,USA non-insurance or no prospects,
Leonid,Cold Account,CPS Insurance Services,0011S00000e4a5V,cpsinsurance.com,,,,0,,Secondary,"4400 MacArthur Blvd., 8th Floor",Newport Beach,California,92660,,United States,3/16/2020,,,,Insurance_test01_3_11_2020,
Leonid,Cold Account,GuideStone,0011S000013Bcoe,https://www.guidestone.org/,,,,0,,Secondary,"5005 LBJ Fwy., Suite 2200",Dallas,Texas,75244,888-98-GUIDE,United States,8/25/2020,,,,,
Leonid,Cold Account,IFC National Marketing Inc,0011S00000e4aMI,ifcnationalmarketing.com,,,,0,,Secondary,277 Coon Rapids Blvd Ste 403,Coon Rapids,Minnesota,55443,,United States,,,,,,
Leonid,Cold Account,IMS Associates,0011S00000e4aMK,ims4u.net,,,,0,,Secondary,19000 MacArthur Blvd. Suite 450,Irvine,California,92612,,United States,,,,,,
Leonid,Cold Account,Independent Planners Group,0011S00000e4aML,ipg-us.com,,,,0,,Secondary,20645 N Pima Rd.,Scottsdale,Arizona,85255,,United States,3/18/2019,,,,,
Leonid,Cold Account,InForce Solutions,0011S00000e4aMM,myinforcesolutions.com,,,,0,,Secondary,300 Parkbrooke Place,Woodstock,Georgia,30189,,United States,,,,,,
Leonid,Cold Account,Innovative Solutions Insurance Services,0011S00000e4aMN,innovativesolutions.net,,,,0,,Secondary,200 N. Pacific Coast Highway,El Segundo,California,90245,,United States,3/18/2019,,,,,
Leonid,Cold Account,"InSource, Inc",0011S00000e4aMO,insourcemg.com,,,,0,,Secondary,8500 Keystone Crossing,Indianapolis,Indiana,46240,,United States,3/18/2019,,,,,
Leonid,Cold Account,Insurance Designers of America,0011S00000e4aMP,ida-national.com,,,,0,,Secondary,1450 Greene Street,Augusta,Georgia,30901,,United States,,,,,,
Leonid,Cold Account,Insurance Designers of Colorado,0011S00000e4aMQ,ida-ma.com,,,,0,,Secondary,751 Maleta Lane,Castle Rock,Colorado,80108,,United States,,,,,,
